customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
NEW05297,Female,0.0,Yes,No,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,79.57226984741301,3501.1798732861726,No
NEW05298,Male,0.0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.49765983409874,1753.4508565160736,Yes
NEW05299,Male,0.0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.08136442501356,188.16272885002712,No
NEW05300,Female,0.0,No,No,68,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.25369362943191,5537.504860430801,No
NEW05301,Female,0.0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.65449192384714,1259.9240073546755,No
NEW05302,Male,0.0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.80564063096858,2829.642547131649,No
NEW05303,Female,0.0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.061747092113585,180.55572382902227,Yes
NEW05304,Male,0.0,Yes,No,1,Yes,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,52.40085340708798,104.80170681417596,Yes
NEW05305,Male,0.0,Yes,No,57,Yes,No,No,No,No,No,Yes,No internet service,Yes,Two year,No,Mailed check,93.87432757730424,5444.710999483646,No
NEW05306,Male,0.0,Yes,No,72,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),63.541630896601774,4638.53905545193,No
NEW05307,Male,0.0,Yes,No,0,Yes,No phone service,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,46.509319751674305,46.509319751674305,Yes
NEW05308,Male,0.0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,91.12374442964878,4647.310965912088,No
NEW05309,Female,0.0,No,No,8,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.19156902343666,442.7241212109299,Yes
NEW05310,Female,0.0,Yes,Yes,34,No,No,DSL,Yes,Yes,Yes,No internet service,No,Yes,Two year,No,Mailed check,72.14449734840478,2525.0574071941674,No
NEW05311,Female,1.0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Two year,Yes,Mailed check,113.66946990856695,8184.201833416821,No
NEW05312,Male,0.0,No,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),63.98610627939238,2431.4720386169106,No
NEW05313,Female,0.0,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9245999591277,7338.571197057195,No
NEW05314,Female,0.0,Yes,No,24,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),78.63620442610132,1965.9051106525328,No
NEW05315,Female,0.0,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),105.47177110926799,6117.362724337543,No
NEW05316,Male,0.0,No,No,22,Yes,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),54.55080095165912,1254.6684218881599,No
NEW05317,Male,0.0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.014049836406443,100.07024918203221,No
NEW05318,Male,0.0,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.649354984040293,330.3896797446447,Yes
NEW05319,Female,0.0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.534564103957155,566.5023590147575,No
NEW05320,Female,0.0,Yes,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),63.98199873798359,3519.009930589097,No
NEW05321,Female,0.0,Yes,No,26,No,No phone service,DSL,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.68730545563825,936.5572473022328,Yes
NEW05322,Male,1.0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.6699382585401,798.0294443268609,Yes
NEW05323,Male,0.0,Yes,Yes,43,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.10088381585182,2424.43888789748,No
NEW05324,Female,0.0,No,No,48,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,60.81415862514769,2979.893772632237,No
NEW05325,Female,0.0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.17241685578043,1352.5862528367063,Yes
NEW05326,Female,0.0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.97479485587094,5404.714537649418,Yes
NEW05327,Female,0.0,Yes,No,62,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,95.31550281051604,6004.876677062511,No
NEW05328,Male,0.0,No,No,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.798987363750232,19.798987363750232,No
NEW05329,Male,0.0,No,No,20,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.61531529428085,1041.9216211798978,No
NEW05330,Female,0.0,Yes,No,38,No,No phone service,DSL,Yes,No,No,No,No,No internet service,Two year,No,Electronic check,44.52104068067379,1736.3205865462778,No
NEW05331,Male,0.0,Yes,Yes,30,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.39477046772983,2771.2378844996247,No
NEW05332,Female,0.0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),87.20491453792864,3313.7867524412886,No
NEW05333,Female,1.0,No,No,0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.56506742987938,74.56506742987938,Yes
NEW05334,Female,0.0,No,No,35,Yes,No,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,61.521123785371046,2214.7604562733577,Yes
NEW05335,Female,0.0,Yes,No,54,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),67.91561700647073,3735.35893535589,No
NEW05336,Male,0.0,No,Yes,73,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),75.44881942376834,5583.212637358857,No
NEW05337,Male,0.0,No,No,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,86.33576227631637,2503.737106013175,Yes
NEW05338,Male,0.0,No,No,64,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,77.89617915071199,5063.251644796279,No
NEW05339,Male,0.0,Yes,No,74,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.84061005674084,8838.045754255563,No
NEW05340,Male,0.0,No,Yes,24,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,40.30449652625154,1007.6124131562885,No
NEW05341,Male,0.0,Yes,Yes,67,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.73942438789224,7734.280858376673,No
NEW05342,Male,0.0,Yes,Yes,52,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),69.2391986459417,3669.67752823491,No
NEW05343,Female,0.0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,99.73776975510798,1496.0665463266196,Yes
NEW05344,Male,0.0,No,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,100.1721234735578,2804.8194572596185,No
NEW05345,Female,0.0,No,No,19,Yes,No,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,60.666022862944004,1213.3204572588802,No
NEW05346,Female,0.0,No,Yes,0,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,89.32898386108486,89.32898386108486,No
NEW05347,Male,0.0,No,No,47,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,98.12129617777278,4709.8222165330935,No
NEW05348,Female,0.0,Yes,No,24,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),35.07188859960455,876.7972149901137,No
NEW05349,Male,0.0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.354701346200525,1199.9914834644326,No
NEW05350,Male,0.0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,18.608765767710818,390.78408112192716,No
NEW05351,Female,1.0,No,No,9,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,28.44744712200669,284.4744712200669,Yes
NEW05352,Male,0.0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,88.28291079256535,353.1316431702614,Yes
NEW05353,Female,0.0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.618255267272833,78.47302106909133,No
NEW05354,Male,0.0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.698456685438472,1679.4950546098162,No
NEW05355,Male,0.0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Mailed check,24.34304209129322,1777.0420726644052,No
NEW05356,Male,0.0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),92.54205898569565,1758.2991207282173,Yes
NEW05357,Male,0.0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.585207966181088,1214.2828939032274,No
NEW05358,Female,0.0,Yes,Yes,65,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,60.57819713478056,3998.161010895517,No
NEW05359,Female,0.0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.33422342251613,5394.727192731097,No
NEW05360,Female,1.0,No,No,4,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.6454710165288,343.227355082644,Yes
NEW05361,Female,0.0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),20.866626559450054,772.065182699652,No
NEW05362,Male,0.0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.436374288604,1469.418362906268,No
NEW05363,Female,0.0,No,No,53,Yes,Yes,DSL,No internet service,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),99.74587999651368,5386.277519811739,Yes
NEW05364,Female,1.0,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.37228305471389,5169.986435790408,No
NEW05365,Male,0.0,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,105.36664725684315,7691.76524974955,No
NEW05366,Female,0.0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,73.46847505498012,808.1532256047813,Yes
NEW05367,Female,0.0,No,No,2,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.712920039929145,149.13876011978743,Yes
NEW05368,Male,0.0,No,No,20,Yes,Yes,No,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),23.39977162429432,491.3952041101807,No
NEW05369,Male,0.0,No,No,3,No,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,59.85905701590496,239.43622806361984,No
NEW05370,Female,0.0,Yes,Yes,59,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,76.56708533896048,4594.025120337629,No
NEW05371,Female,0.0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,100.92674624906996,5954.678028695128,No
NEW05372,Male,0.0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.78784493793447,393.9392246896723,Yes
NEW05373,Male,0.0,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.19715391311394,2566.308925219646,Yes
NEW05374,Male,0.0,Yes,Yes,56,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,52.19082196896238,2974.8768522308555,No
NEW05375,Male,0.0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.97240035359442,3342.951213436588,Yes
NEW05376,Female,0.0,No,No,5,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.41635159464903,386.4981095678942,No
NEW05377,Male,0.0,No,No,54,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.33950124426478,4913.672568434563,Yes
NEW05378,Male,0.0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.032375453742766,480.32375453742765,No
NEW05379,Male,0.0,No,No,4,No,No phone service,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Electronic check,30.006879256534035,150.03439628267017,No
NEW05380,Male,0.0,Yes,Yes,3,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.323008980118484,77.29203592047394,Yes
NEW05381,Female,0.0,Yes,No,50,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,68.11788351455074,3474.0120592420876,No
NEW05382,Male,1.0,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,98.58554282526119,1380.1975995536566,Yes
NEW05383,Female,0.0,No,No,6,No,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),48.66093969046553,340.62657783325875,No
NEW05384,Male,0.0,Yes,Yes,65,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),39.408693864128104,2600.9737950324547,No
NEW05385,Female,0.0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.90414133114355,67.90414133114355,Yes
NEW05386,Male,0.0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),107.54544631913396,5162.1814233184305,No
NEW05387,Female,0.0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.02621865470125,510.1573119282075,Yes
NEW05388,Female,0.0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.83070803540968,770.7361973101581,No
NEW05389,Male,0.0,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.16724059266056,589.1706841486239,Yes
NEW05390,Male,0.0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.92814938278364,79.71259753113456,No
NEW05391,Female,0.0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.397969457304903,1060.694411779855,No
NEW05392,Female,0.0,No,No,34,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.4207140294303,2534.7249910300607,No
NEW05393,Male,0.0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.25159567446623,680.0510615829194,No
NEW05394,Female,0.0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.63979214368832,216.03771358057153,No
NEW05395,Female,0.0,Yes,Yes,55,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.2572050645426,4998.403483614386,No
NEW05396,Female,0.0,No,Yes,45,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),91.14915498202686,4192.861129173236,No
NEW05397,Male,0.0,No,Yes,33,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,107.35304788904018,3650.0036282273663,No
NEW05398,Male,0.0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,101.93163499618451,7237.1460847291,No
NEW05399,Female,0.0,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,No internet service,No,Two year,No,Mailed check,61.410813973754365,3807.4704663727707,No
NEW05400,Female,0.0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.90645681047748,1245.322840523874,No
NEW05401,Female,1.0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,89.25165004065826,2409.794551097773,Yes
NEW05402,Female,0.0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),102.00647616543112,6630.420950753023,No
NEW05403,Female,1.0,Yes,No,0,No,No phone service,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,24.945075396530296,24.945075396530296,Yes
NEW05404,Male,1.0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),87.2609196998595,5322.9161016914295,No
NEW05405,Female,0.0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),92.74713973064826,1391.2070959597238,No
NEW05406,Male,0.0,No,No,62,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),107.11700080057274,6748.371050436082,Yes
NEW05407,Female,0.0,No,No,19,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.100035464403994,982.0007092880799,No
NEW05408,Female,0.0,Yes,Yes,58,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,96.59465794655269,5699.084818846609,No
NEW05409,Male,0.0,No,Yes,14,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),61.38767161423672,920.8150742135508,No
NEW05410,Male,1.0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),77.70453847324734,1476.3862309916994,No
NEW05411,Female,1.0,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),77.61893965029337,5510.944715170829,No
NEW05412,Female,0.0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),112.64092107286191,8110.146317246058,No
NEW05413,Female,0.0,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.105158606223288,743.8908684302617,No
NEW05414,Male,0.0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),63.92700611826798,4283.109409923954,No
NEW05415,Male,0.0,No,Yes,11,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,79.25298625116552,951.0358350139863,Yes
NEW05416,Male,1.0,Yes,No,64,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),89.09457130071014,5791.14713454616,No
NEW05417,Female,0.0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,102.50591651788508,3280.1893285723227,No
NEW05418,Male,0.0,Yes,No,49,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,76.32922707442597,3816.4613537212986,No
NEW05419,Female,0.0,No,Yes,29,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),85.11193094483869,2553.357928345161,No
